#name	chrom	txStart	name2
NM_001323554	chr8	132916334	EFR3A
NM_001323553	chr8	132916334	EFR3A
NM_001323556	chr8	132929000	EFR3A
NM_001323555	chr8	132916334	EFR3A
NM_001323557	chr8	132929000	EFR3A
NM_001323558	chr8	132916334	EFR3A
NM_015137	chr8	132916334	EFR3A
NR_136615	chr8	132916334	EFR3A
NR_136616	chr8	132916334	EFR3A
NM_001145095	chr8	133073732	HHLA1
NR_026684	chr8	133572744	HPYR1
NM_001321964	chr8	133582666	LRRC6
NM_001321965	chr8	133582666	LRRC6
NR_135911	chr8	133582666	LRRC6
NR_135912	chr8	133582666	LRRC6
NR_135913	chr8	133582666	LRRC6
NM_001321963	chr8	133582666	LRRC6
NR_135910	chr8	133582666	LRRC6
NM_001321966	chr8	133582666	LRRC6
NR_135909	chr8	133582666	LRRC6
NM_001321961	chr8	133582666	LRRC6
NM_001321962	chr8	133582666	LRRC6
NM_012472	chr8	133582666	LRRC6
NR_073525	chr8	133582666	LRRC6
NR_135905	chr8	133582666	LRRC6
NR_135906	chr8	133582666	LRRC6
NR_135907	chr8	133582666	LRRC6
NR_135908	chr8	133582666	LRRC6
NM_001145153	chr8	133722191	TMEM71
NM_144649	chr8	133722191	TMEM71
NM_006748	chr8	134048972	SLA
NR_107002	chr8	134058725	MIR7848
NM_001258432	chr8	134249413	NDRG1
NM_001258433	chr8	134249413	NDRG1
NM_006096	chr8	134249413	NDRG1
NM_001135242	chr8	134249413	NDRG1
NR_134463	chr8	134676003	LOC105375773
NR_134462	chr8	134676003	LOC105375773
NR_125422	chr8	134787793	LOC101927798
NR_125424	chr8	134898738	LOC101927822
NR_002438	chr8	135610313	ZFAT-AS1
NR_029666	chr8	135812762	MIR30B
NR_029599	chr8	135817118	MIR30D
NR_126028	chr8	135850311	NCRNA00250
NR_125427	chr8	135862177	LOC101927845
NR_026706	chr8	136246373	LINC01591
NR_120395	chr8	136246373	LINC01591
NR_120396	chr8	136246373	LINC01591
NR_125428	chr8	138418343	LOC101927915
NR_144431	chr8	141104992	PEG13
NM_017444	chr8	141521396	CHRAC1
NR_023360	chr8	141521396	CHRAC1
NR_040712	chr8	141522080	CHRAC1
NM_014957	chr8	142138719	DENND3
NM_001317971	chr8	142264665	LOC105375787
NM_001286648	chr8	142222026	SLC45A4
NM_001286646	chr8	142217264	SLC45A4
NM_001080431	chr8	142217264	SLC45A4
NM_007079	chr8	142431487	PTP4A3
NM_005293	chr8	142366586	GPR20
NM_032611	chr8	142431487	PTP4A3
NR_024441	chr8	142350647	LINC01300
NR_031636	chr8	142867602	MIR1302-7
NR_130468	chr8	143079636	MIR4539
NR_039682	chr8	143257699	MIR4472-1
NR_024378	chr8	143279716	LINC00051
NM_001702	chr8	143545376	ADGRB1
NM_001160355	chr8	143781528	LY6K
NM_001160354	chr8	143781528	LY6K
NM_017527	chr8	143781528	LY6K
NR_033343	chr8	143751725	PSCA
NR_134305	chr8	143719948	LOC101928087
NM_015193	chr8	143692404	ARC
NM_005672	chr8	143761873	PSCA
NM_001077527	chr8	143738873	JRK
NM_001279352	chr8	143738873	JRK
NM_003724	chr8	143738873	JRK
NM_003695	chr8	143866297	LY6D
NM_020427	chr8	143822361	SLURP1
NM_016647	chr8	143808620	THEM6
NM_205545	chr8	143831567	LYPD2
NM_023946	chr8	143845751	LYNX1
NM_177458	chr8	143845755	LYNX1
NM_177476	chr8	143852614	LYNX1
NM_177477	chr8	143852614	LYNX1
NM_177457	chr8	143852614	LYNX1
NM_000497	chr8	143953772	CYP11B1
NM_000498	chr8	143991974	CYP11B2
NM_001026213	chr8	143953772	CYP11B1
NM_001127213	chr8	144099901	LY6E
NR_026913	chr8	144063447	LOC100133669
NR_102426	chr8	144077244	CDC42P3
NM_173687	chr8	144120625	C8orf31
NR_126398	chr8	144120625	C8orf31
NR_126399	chr8	144120625	C8orf31
NM_002346	chr8	144099901	LY6E
NM_178172	chr8	144295067	GPIHBP1
NM_002347	chr8	144239330	LY6H
NM_001130478	chr8	144239330	LY6H
NM_001301772	chr8	144295067	GPIHBP1
NM_001135655	chr8	144239330	LY6H
NM_052963	chr8	144391496	TOP1MT
NM_001271156	chr8	144328990	ZFP41
NM_173832	chr8	144329097	ZFP41
NM_138465	chr8	144349606	GLI4
NR_120682	chr8	144362324	MINCR
NR_120683	chr8	144362991	MINCR
NM_030895	chr8	144373558	ZNF696
NM_052924	chr8	144451024	RHPN1
NR_026785	chr8	144448792	RHPN1-AS1
NR_126358	chr8	144499848	MAFA-AS1
NM_201589	chr8	144510229	MAFA
NM_024736	chr8	144640476	GSDMD
NM_023078	chr8	144685393	PYCRL
NM_001166237	chr8	144635556	GSDMD
NM_001286829	chr8	144656954	NAPRT
NM_145201	chr8	144656954	NAPRT
NM_032862	chr8	144680073	TIGD5
NM_001317783	chr8	144694787	TSTA3
NM_003313	chr8	144694787	TSTA3
NM_001329866	chr8	144685393	PYCRL
NR_138144	chr8	144685393	PYCRL
NM_001100878	chr8	144648362	MROH6
NM_001130057	chr8	144661891	EEF1D
NM_001130053	chr8	144661891	EEF1D
NM_001130056	chr8	144661891	EEF1D
NM_001195203	chr8	144661891	EEF1D
NM_001289950	chr8	144661891	EEF1D
NM_001317743	chr8	144661891	EEF1D
NM_032378	chr8	144661891	EEF1D
NM_001330646	chr8	144661891	EEF1D
NM_001960	chr8	144661891	EEF1D
NM_001130055	chr8	144661891	EEF1D
NR_134306	chr8	144790220	LOC101928160
NR_039810	chr8	144815252	MIR4664
NM_139021	chr8	144798506	MAPK15
NM_198488	chr8	144806102	FAM83H
NM_001261843	chr8	144718182	ZNF623
NM_001082480	chr8	144718331	ZNF623
NM_014789	chr8	144731953	ZNF623
NM_001100598	chr8	144766621	ZNF707
NM_001100599	chr8	144766621	ZNF707
NM_001288805	chr8	144766621	ZNF707
NM_001288806	chr8	144766621	ZNF707
NM_001288807	chr8	144766621	ZNF707
NM_001288808	chr8	144766621	ZNF707
NM_001288809	chr8	144766621	ZNF707
NM_173831	chr8	144766621	ZNF707
NR_110190	chr8	144766621	ZNF707
NR_110191	chr8	144766621	ZNF707
NR_110192	chr8	144766621	ZNF707
NR_110193	chr8	144766621	ZNF707
NR_015445	chr8	144779284	BREA2
NM_001162914	chr8	144788863	CCDC166
NR_033849	chr8	144816309	FAM83H-AS1
NM_001271098	chr8	144898513	PUF60
NM_001271099	chr8	144898513	PUF60
NM_078480	chr8	144898513	PUF60
NM_014281	chr8	144898513	PUF60
NR_136279	chr8	144840662	LOC105375800
NM_001136033	chr8	144898513	PUF60
NM_001271097	chr8	144898513	PUF60
NM_001271096	chr8	144898513	PUF60
NM_001271100	chr8	144898513	PUF60
NM_178564	chr8	144915754	NRBP2
NM_182706	chr8	144873089	SCRIB
NR_106904	chr8	144919927	MIR6845
NR_030633	chr8	144895126	MIR937
NM_031308	chr8	144939491	EPPK1
NM_015356	chr8	144873089	SCRIB
NM_201381	chr8	144989314	PLEC
NR_134234	chr8	145051319	PARP10
NM_001317895	chr8	145051319	PARP10
NM_201378	chr8	144989314	PLEC
NM_201379	chr8	144989314	PLEC
NM_201380	chr8	144989314	PLEC
NM_201382	chr8	144989314	PLEC
NM_201383	chr8	144989314	PLEC
NM_201384	chr8	144989314	PLEC
NM_032789	chr8	145051319	PARP10
NM_000445	chr8	144989314	PLEC
NR_030383	chr8	145019358	MIR661
NM_000837	chr8	145064225	GRINA
NM_001009184	chr8	145064225	GRINA
NR_038270	chr8	145153539	SHARPIN
NM_030974	chr8	145153535	SHARPIN
NM_001316309	chr8	145162594	WDR97
NR_106906	chr8	145134776	MIR6847
NR_106905	chr8	145112223	MIR6846
NM_003801	chr8	145137523	GPAA1
NM_017570	chr8	145106166	OPLAH
NM_019037	chr8	145133521	EXOSC4
NM_001916	chr8	145149937	CYC1
NM_032272	chr8	145159304	MAF1
NM_016458	chr8	145192671	HGH1
NR_107057	chr8	145317575	MIR7112
NM_001080514	chr8	145321460	SCX
NR_107057	chr8	145486628	MIR7112
NM_016458	chr8	145437879	HGH1
NR_134307	chr8	145592595	LOC101928902
NM_012079	chr8	145538245	DGAT1
NM_012162	chr8	145579087	FBXL6
NM_024555	chr8	145579087	FBXL6
NR_106907	chr8	145540908	MIR6848
NM_001080514	chr8	145490546	SCX
NM_031309	chr8	145554227	SCRT1
NM_001252402	chr8	145576885	TMEM249
NM_001252404	chr8	145576885	TMEM249
NR_047684	chr8	145576885	TMEM249
NM_001280561	chr8	145576885	TMEM249
NM_001253816	chr8	145582216	SLC52A2
NM_001253815	chr8	145582240	SLC52A2
NR_045600	chr8	145582240	SLC52A2
NM_024531	chr8	145582275	SLC52A2
NM_174922	chr8	145597703	ADCK5
NR_030635	chr8	145619363	MIR939
NM_005526	chr8	145515250	HSF1
NM_032687	chr8	145689199	CYHR1
NM_001329444	chr8	145703733	PPP1R16A
NM_005309	chr8	145729464	GPT
NM_004260	chr8	145736666	RECQL4
NM_001329442	chr8	145703364	PPP1R16A
NR_106953	chr8	145660933	MIR6893
NM_032902	chr8	145703364	PPP1R16A
NM_001129888	chr8	145689199	CYHR1
NM_013432	chr8	145654162	TONSL
NM_001329445	chr8	145703733	PPP1R16A
NM_138496	chr8	145675314	CYHR1
NR_106908	chr8	145625670	MIR6849
NM_001280557	chr8	145637797	SLC39A4
NM_017767	chr8	145637797	SLC39A4
NM_130849	chr8	145637797	SLC39A4
NM_016208	chr8	145648983	VPS28
NM_183057	chr8	145648983	VPS28
NR_109770	chr8	145660550	TONSL-AS1
NM_145754	chr8	145691719	KIFC2
NM_003923	chr8	145699114	FOXH1
NM_138431	chr8	145734418	MFSD3
NR_130120	chr8	145734418	MFSD3
NM_001272036	chr8	145743348	LRRC14
NM_014665	chr8	145743348	LRRC14
NM_001329443	chr8	145703364	PPP1R16A
NM_001330618	chr8	145674964	CYHR1
NM_025251	chr8	145754562	ARHGAP39
NM_001308207	chr8	145754562	ARHGAP39
NM_138367	chr8	145946293	ZNF251
NM_001286769	chr8	145997608	ZNF34
NM_001286770	chr8	145997608	ZNF34
NM_030580	chr8	145997608	ZNF34
NM_001282797	chr8	146052902	ZNF7
NM_001282796	chr8	146052902	ZNF7
NM_001282795	chr8	146052902	ZNF7
NM_003416	chr8	146052902	ZNF7
NR_106909	chr8	146017315	MIR6850
NM_001317782	chr8	146015149	RPL8
NM_001317771	chr8	146015149	RPL8
NM_033301	chr8	146015149	RPL8
NM_000973	chr8	146015149	RPL8
NM_001317936	chr8	146024260	ZNF517
NM_213605	chr8	146024260	ZNF517
NR_134284	chr8	146024260	ZNF517
NR_134285	chr8	146024260	ZNF517
NM_001081004	chr8	146075550	COMMD5
NM_001287237	chr8	146075550	COMMD5
NM_014066	chr8	146075550	COMMD5
NM_001081003	chr8	146075550	COMMD5
NM_001109689	chr8	146102335	ZNF250
NM_021061	chr8	146102335	ZNF250
NM_001330623	chr8	146052944	ZNF7
NM_006958	chr8	146155743	ZNF16
NR_002807	chr8	146220250	TMED10P1
NR_023392	chr8	146198974	ZNF252P
NR_026974	chr8	146228196	ZNF252P-AS1
NM_001029976	chr8	146155743	ZNF16
NM_023080	chr8	146277823	C8orf33
NM_017637	chr9	16409500	BNC2
NM_130393	chr9	8314245	PTPRD
NM_001317940	chr9	16409500	BNC2
NM_001317939	chr9	16409500	BNC2
NM_130392	chr9	8314245	PTPRD
NM_001244752	chr9	33524410	ANKRD18B
NM_001171025	chr9	8314245	PTPRD
NM_002839	chr9	8314245	PTPRD
NM_130391	chr9	8314245	PTPRD
NM_001040712	chr9	8314245	PTPRD
NR_133056	chr9	117428713	LOC100505478
NM_012197	chr9	125703287	RABGAP1
NM_001199233	chr9	117428713	LOC100505478
NR_024280	chr9	92254697	UNQ6494
NR_144867	chr9	117428713	LOC100505478
NM_139045	chr9	2015218	SMARCA2
NM_001289396	chr9	2021944	SMARCA2
NM_001289397	chr9	2015218	SMARCA2
NR_110643	chr9	1048142	LINC01230
NM_001042413	chr9	3824127	GLIS3
NM_003070	chr9	2015218	SMARCA2
NM_001348002	chr9	15553004	CCDC171
NM_173550	chr9	15553004	CCDC171
NM_178566	chr9	14611068	ZDHHC21
NR_047536	chr9	21994789	CDKN2B-AS1
NR_047535	chr9	21994789	CDKN2B-AS1
NR_047534	chr9	21994789	CDKN2B-AS1
NR_047532	chr9	21994789	CDKN2B-AS1
NM_017794	chr9	20658307	FOCAD
NR_003529	chr9	21994789	CDKN2B-AS1
NR_047543	chr9	21994789	CDKN2B-AS1
NR_047538	chr9	21994789	CDKN2B-AS1
NR_047537	chr9	21994789	CDKN2B-AS1
NR_120536	chr9	21994789	CDKN2B-AS1
NR_047533	chr9	21994789	CDKN2B-AS1
NR_047539	chr9	21994789	CDKN2B-AS1
NR_047540	chr9	21994789	CDKN2B-AS1
NR_047541	chr9	21994789	CDKN2B-AS1
NR_047542	chr9	21994789	CDKN2B-AS1
NM_001040272	chr9	18474078	ADAMTSL1
NM_001258282	chr9	27948083	LINGO2
NM_014314	chr9	32455299	DDX58
NM_152570	chr9	27948083	LINGO2
NR_026679	chr9	27245681	LINC00032
NM_020952	chr9	73149965	TRPM3
NM_206946	chr9	73149965	TRPM3
NM_206945	chr9	73149965	TRPM3
NM_206947	chr9	73149965	TRPM3
NM_001085457	chr9	69204537	CBWD6
NM_206944	chr9	73149965	TRPM3
NM_024971	chr9	73149965	TRPM3
NM_206948	chr9	73398777	TRPM3
NM_001099666	chr9	72324437	PTAR1
NM_001007471	chr9	73149965	TRPM3
NM_001007470	chr9	73398777	TRPM3
NM_001190482	chr9	78505559	PCSK5
NR_120409	chr9	78505559	PCSK5
NM_006200	chr9	78505559	PCSK5
NR_121183	chr9	77567880	C9orf41-AS1
NM_004938	chr9	90112595	DAPK1
NM_001288731	chr9	90112142	DAPK1
NM_001288730	chr9	90112595	DAPK1
NM_001288729	chr9	90113449	DAPK1
NM_174938	chr9	85859538	FRMD3
NM_001244960	chr9	85859538	FRMD3
NM_001244959	chr9	85857904	FRMD3
NM_001193331	chr9	97488950	C9orf3
NM_032823	chr9	97488950	C9orf3
NR_034157	chr9	93224713	LINC01501
NM_022755	chr9	95375465	IPPK
NM_001001662	chr9	99578552	ZNF782
NM_001346991	chr9	99578552	ZNF782
NM_001346993	chr9	99578552	ZNF782
NM_001346995	chr9	99578552	ZNF782
NM_001855	chr9	101705994	COL15A1
NM_015051	chr9	102741462	ERP44
NM_207299	chr9	103791030	PLPPR1
NR_121578	chr9	105902809	LINC01492
NM_153366	chr9	113127528	SVEP1
NM_002829	chr9	112137973	PTPN3
NM_001145368	chr9	112137973	PTPN3
NM_001145370	chr9	112137973	PTPN3
NM_001145369	chr9	112137973	PTPN3
NM_133464	chr9	114287438	ZNF483
NM_001007169	chr9	114287438	ZNF483
NM_001287036	chr9	115249247	KIAA1958
NM_001287038	chr9	115249247	KIAA1958
NM_133465	chr9	115249247	KIAA1958
NM_001317163	chr9	123714613	C5
NM_001139442	chr9	124584203	TTLL11
NM_001735	chr9	123714613	C5
NM_014010	chr9	119187503	ASTN2
NM_194252	chr9	124751189	TTLL11
NM_001123355	chr9	127908851	PPP6C
NM_002721	chr9	127908851	PPP6C
NM_001123369	chr9	127908851	PPP6C
NM_001291815	chr9	133028157	HMCN2
NM_001329862	chr9	131071378	TRUB2
NM_001329861	chr9	131071378	TRUB2
NM_001329863	chr9	131071378	TRUB2
NM_015679	chr9	131071378	TRUB2
NM_139027	chr9	136287119	ADAMTS13
NR_024514	chr9	136279458	ADAMTS13
NM_139026	chr9	136287119	ADAMTS13
NR_134525	chr9	135250934	TTF1
NM_001205296	chr9	135250936	TTF1
NM_007344	chr9	135250936	TTF1
NM_001317968	chr9	140500091	ARRDC1
NM_152285	chr9	140500091	ARRDC1
NM_139025	chr9	136287119	ADAMTS13
NM_203447	chr9	214864	DOCK8
NM_015158	chr9	504694	KANK1
NM_001256876	chr9	470293	KANK1
NM_001190458	chr9	273047	DOCK8
NM_001193536	chr9	273047	DOCK8
NM_021951	chr9	841689	DMRT1
NM_001145355	chr9	121037	CBWD1
NM_001145356	chr9	121037	CBWD1
NM_018491	chr9	121037	CBWD1
NM_001256877	chr9	504694	KANK1
NR_015375	chr9	2535654	VLDLR-AS1
NM_001282116	chr9	3218296	RFX3
NM_134428	chr9	3218296	RFX3
NM_002919	chr9	3247036	RFX3
NM_001282117	chr9	3270928	RFX3
NR_121586	chr9	3668085	RFX3-AS1
NM_152629	chr9	3824127	GLIS3
NM_004972	chr9	4985244	JAK2
NM_001322195	chr9	4985085	JAK2
NM_001286699	chr9	4792833	RCL1
NM_001286701	chr9	4839768	RCL1
NM_001286700	chr9	4792833	RCL1
NM_001199855	chr9	4709556	AK3
NM_005772	chr9	4792833	RCL1
NM_001199856	chr9	4709556	AK3
NM_016282	chr9	4709556	AK3
NM_001199853	chr9	4709556	AK3
NM_001199852	chr9	4709556	AK3
NM_001322194	chr9	4985085	JAK2
NM_001322204	chr9	5041692	JAK2
NM_001322196	chr9	4985229	JAK2
NM_001322198	chr9	4985229	JAK2
NM_001322199	chr9	4985229	JAK2
NM_018465	chr9	5357966	PLGRKT
NM_001135920	chr9	5629118	RIC1
NM_001206557	chr9	5629118	RIC1
NM_020829	chr9	5629118	RIC1
NM_005511	chr9	5890908	MLANA
NM_000170	chr9	6532463	GLDC
NM_152896	chr9	6413150	UHRF2
NR_046386	chr9	6413150	UHRF2
NM_001146696	chr9	6720862	KDM4C
NR_130707	chr9	6757640	KDM4C
NM_001146695	chr9	6757640	KDM4C
NM_001304339	chr9	6757640	KDM4C
NM_001304340	chr9	6757640	KDM4C
NM_015061	chr9	6757640	KDM4C
NR_110696	chr9	10613205	PTPRD-AS2
NM_001261407	chr9	13105702	MPDZ
NM_003829	chr9	13105702	MPDZ
NM_001261406	chr9	13105702	MPDZ
NR_125775	chr9	12699998	LURAP1L-AS1
NM_001330637	chr9	13105702	MPDZ
NM_005596	chr9	14081841	NFIB
NM_001282787	chr9	14081841	NFIB
NM_001190738	chr9	14081841	NFIB
NM_001190737	chr9	14081841	NFIB
NM_144966	chr9	14734663	FREM1
NM_001168342	chr9	15170841	TTC39B
NM_001168339	chr9	15170841	TTC39B
NM_001168340	chr9	15170841	TTC39B
NM_001168341	chr9	15170841	TTC39B
NM_152574	chr9	15170841	TTC39B
NM_001128217	chr9	15464064	PSIP1
NM_033222	chr9	15464064	PSIP1
NR_073471	chr9	16203932	C9orf92
NM_001271829	chr9	16203932	C9orf92
NM_003026	chr9	17578951	SH3GL2
NM_001114395	chr9	17134988	CNTLN
NM_017738	chr9	17134988	CNTLN
NM_052866	chr9	18474078	ADAMTSL1
NM_017925	chr9	19230762	DENND4C
NM_020344	chr9	19507449	SLC24A2
NM_001287050	chr9	18927657	SAXO1
NM_153707	chr9	18927657	SAXO1
NM_001287049	chr9	18927657	SAXO1
NR_073201	chr9	19230762	DENND4C
NM_001330640	chr9	19230487	DENND4C
NM_001193288	chr9	19507449	SLC24A2
NM_004529	chr9	20341662	MLLT3
NM_001286691	chr9	20341662	MLLT3
NR_027054	chr9	21454266	MIR31HG
NR_038977	chr9	22646198	LINC01239
NM_001171197	chr9	23690102	ELAVL2
NM_001171195	chr9	23690102	ELAVL2
NM_004432	chr9	23690102	ELAVL2
NR_121602	chr9	23500688	LOC101929563
NM_001004352	chr9	26066672	LOC100506422
NM_001099222	chr9	26947309	IFT74
NM_001290077	chr9	27109138	TEK
NM_000459	chr9	27109138	TEK
NM_001099224	chr9	26956370	IFT74
NM_001290078	chr9	27109138	TEK
NM_001099223	chr9	26947036	IFT74
NM_001167575	chr9	26840682	CAAP1
NM_024828	chr9	26840682	CAAP1
NM_025103	chr9	26956370	IFT74
NM_022901	chr9	26993134	LRRC19
NM_020124	chr9	27524311	IFNK
NM_024761	chr9	27325206	MOB3B
NM_001314039	chr9	33025200	DNAJA1
NM_001539	chr9	33025200	DNAJA1
NM_001497	chr9	33110638	B4GALT1
NM_147134	chr9	33290414	NFX1
NM_001318758	chr9	33290414	NFX1
NM_002504	chr9	33290414	NFX1
NM_012144	chr9	34458749	DNAI1
NM_016525	chr9	34179002	UBAP1
NM_001171201	chr9	34179002	UBAP1
NM_147173	chr9	34329503	NUDT2
NM_147172	chr9	34329503	NUDT2
NM_001171203	chr9	34179002	UBAP1
NM_001281428	chr9	34458749	DNAI1
NM_018449	chr9	33921690	UBAP2
NM_001282529	chr9	33921690	UBAP2
NM_001244390	chr9	34329503	NUDT2
NM_001171204	chr9	34179002	UBAP1
NR_033243	chr9	34179002	UBAP1
NM_001161	chr9	34329503	NUDT2
NR_103745	chr9	33677265	PTENP1-AS
NM_001171202	chr9	34179002	UBAP1
NM_014806	chr9	35489829	RUSC2
NM_006377	chr9	35161988	UNC13B
NM_001330653	chr9	35161965	UNC13B
NM_001135004	chr9	34989637	DNAJB5
NM_012266	chr9	34989637	DNAJB5
NM_001135005	chr9	34990266	DNAJB5
NM_001330740	chr9	35489829	RUSC2
NR_052015	chr9	35489829	RUSC2
NM_001316348	chr9	36036909	RECK
NM_001316347	chr9	36036909	RECK
NM_001316346	chr9	36036909	RECK
NM_001316345	chr9	36036909	RECK
NM_021111	chr9	36036909	RECK
NM_016734	chr9	36833271	PAX5
NM_001282766	chr9	37485931	POLR1E
NM_001280552	chr9	36833271	PAX5
NM_001280554	chr9	36833271	PAX5
NM_001280553	chr9	36833271	PAX5
NM_001280555	chr9	36833271	PAX5
NM_022490	chr9	37485931	POLR1E
NR_104000	chr9	36833271	PAX5
NR_103999	chr9	36833271	PAX5
NM_001289119	chr9	37120468	ZCCHC7
NM_032226	chr9	37120468	ZCCHC7
NR_110317	chr9	37120468	ZCCHC7
NM_001289120	chr9	37120594	ZCCHC7
NM_001289121	chr9	37120594	ZCCHC7
NM_001280551	chr9	36833271	PAX5
NM_001280549	chr9	36833271	PAX5
NM_001280550	chr9	36833271	PAX5
NM_001280548	chr9	36833271	PAX5
NM_001280547	chr9	36833271	PAX5
NM_001280556	chr9	36833271	PAX5
NR_024872	chr9	37877571	SLC25A51
NM_003028	chr9	37915894	SHB
NR_024873	chr9	37877571	SLC25A51
NM_033655	chr9	39072763	CNTNAP3
NR_003528	chr9	39443813	ZNF658B
NR_134255	chr9	40760699	ZNF658
NR_026558	chr9	42858151	AQP7P3
NR_111893	chr9	43685195	CNTNAP3P2
NM_001201380	chr9	43684884	CNTNAP3B
NM_001012421	chr9	43090424	ANKRD20A2
NM_001012419	chr9	43089971	ANKRD20A3
NR_046203	chr9	46763790	LINC01189
NR_136299	chr9	66969462	LOC101929583
NR_135597	chr9	66969462	LOC101928195
NR_034006	chr9	69065565	FRG1HP
NM_001291821	chr9	70856860	CBWD3
NM_021965	chr9	70971814	PGM5
NM_201453	chr9	70856860	CBWD3
NM_003558	chr9	71320329	PIP5K1B
NM_001170416	chr9	71820077	TJP2
NM_001170415	chr9	71819926	TJP2
NM_001170414	chr9	71736179	TJP2
NM_004817	chr9	71788970	TJP2
NM_001278253	chr9	71320329	PIP5K1B
NM_001161706	chr9	71650478	FXN
NM_001163	chr9	72042448	APBA1
NM_201629	chr9	71788970	TJP2
NM_001127608	chr9	71939487	FAM189A2
NM_001347995	chr9	71940225	FAM189A2
NM_004816	chr9	71944240	FAM189A2
NM_153267	chr9	72658496	MAMDC2
NM_001010940	chr9	72435720	C9orf135
NM_001308084	chr9	72435720	C9orf135
NM_001308085	chr9	72435720	C9orf135
NM_001308086	chr9	72435720	C9orf135
NR_131756	chr9	72435720	C9orf135
NR_125850	chr9	72658496	MAMDC2
NM_015110	chr9	72873877	SMC5
NM_001347990	chr9	72658496	MAMDC2
NM_001206	chr9	72999512	KLF9
NM_001135820	chr9	74298281	TMEM2
NM_013390	chr9	74298281	TMEM2
NM_138691	chr9	75136716	TMC1
NM_001242507	chr9	74729510	GDA
NM_001242505	chr9	74764266	GDA
NM_001242506	chr9	74764266	GDA
NM_004293	chr9	74764266	GDA
NM_001278243	chr9	74966340	ZFAND5
NM_001278244	chr9	74966340	ZFAND5
NM_001278245	chr9	74966340	ZFAND5
NM_001102420	chr9	74966340	ZFAND5
NM_001102421	chr9	74966340	ZFAND5
NM_006007	chr9	74966340	ZFAND5
NM_182505	chr9	74526422	C9orf85
NM_017662	chr9	77337410	TRPM6
NM_006914	chr9	77112251	RORB
NM_001177311	chr9	77337410	TRPM6
NM_001177310	chr9	77337410	TRPM6
NR_031679	chr9	78118511	MIR548H3
NM_012383	chr9	77703397	OSTF1
NR_131751	chr9	79226291	PRUNE2
NM_001308051	chr9	79226291	PRUNE2
NM_001308049	chr9	79226291	PRUNE2
NM_001308050	chr9	79226291	PRUNE2
NM_015225	chr9	79226291	PRUNE2
NM_001308048	chr9	79226291	PRUNE2
NM_001308047	chr9	79226291	PRUNE2
NM_001330680	chr9	79226291	PRUNE2
NM_004297	chr9	80037994	GNA14
NR_121184	chr9	80062564	GNA14-AS1
NM_033305	chr9	79792360	VPS13A
NM_015186	chr9	79792360	VPS13A
NM_002072	chr9	80331189	GNAQ
NM_001018038	chr9	79792360	VPS13A
NM_001018037	chr9	79792360	VPS13A
NM_032171	chr9	80850990	CEP78
NM_001098802	chr9	80850990	CEP78
NM_001330691	chr9	80850977	CEP78
NM_001330693	chr9	80850977	CEP78
NM_001330694	chr9	80850977	CEP78
NM_001282748	chr9	82186687	TLE4
NM_001282749	chr9	82186687	TLE4
NM_001282753	chr9	82186687	TLE4
NM_001282760	chr9	82186687	TLE4
NM_007005	chr9	82186687	TLE4
NR_104239	chr9	82186687	TLE4
NR_121213	chr9	82439444	LINC01507
NM_001303103	chr9	84198597	TLE1
NM_001303104	chr9	84198597	TLE1
NM_005077	chr9	84198597	TLE1
NM_001135953	chr9	86354335	GKAP1
NM_022127	chr9	86890764	SLC28A3
NM_025211	chr9	86354335	GKAP1
NR_037638	chr9	86890764	SLC28A3
NM_001199633	chr9	86890764	SLC28A3
NM_001001551	chr9	86237963	IDNK
NM_001256915	chr9	86237963	IDNK
NR_046421	chr9	86237963	IDNK
NR_046422	chr9	86237963	IDNK
NM_001271927	chr9	86451614	KIF27
NM_001271928	chr9	86451614	KIF27
NM_017576	chr9	86451614	KIF27
NM_006180	chr9	87283372	NTRK2
NM_001291937	chr9	87283372	NTRK2
NM_001018066	chr9	87284594	NTRK2
NM_001018065	chr9	87284594	NTRK2
NM_001018064	chr9	87285291	NTRK2
NM_001007097	chr9	87284594	NTRK2
NM_001286717	chr9	88161453	AGTPBP1
NM_024635	chr9	88556056	NAA35
NM_001286715	chr9	88161453	AGTPBP1
NM_015239	chr9	88161453	AGTPBP1
NM_001321881	chr9	88556056	NAA35
NM_001321882	chr9	88556443	NAA35
NM_001276368	chr9	88835179	C9orf153
NM_001276366	chr9	88835179	C9orf153
NM_001276367	chr9	88835179	C9orf153
NM_001330701	chr9	88161453	AGTPBP1
NR_027471	chr9	89623365	LOC440173
NM_006378	chr9	91992151	SEMA4D
NM_005226	chr9	91606323	S1PR3
NM_016848	chr9	91620685	SHC3
NM_001142287	chr9	91975705	SEMA4D
NR_109795	chr9	93063177	LINC01508
NR_038882	chr9	92782935	MIR4290HG
NM_003177	chr9	93563961	SYK
NM_001306190	chr9	93976096	AUH
NM_001698	chr9	93976096	AUH
NM_001174168	chr9	93564208	SYK
NM_001135052	chr9	93563961	SYK
NM_033014	chr9	95145552	OGN
NM_014057	chr9	95145552	OGN
NR_073446	chr9	94972489	IARS
NM_013417	chr9	94972489	IARS
NM_002161	chr9	94972489	IARS
NM_001318204	chr9	94488728	ROR2
NM_024416	chr9	95145552	OGN
NM_001197296	chr9	95255828	ECM2
NM_001393	chr9	95257593	ECM2
NM_001197295	chr9	95257593	ECM2
NM_004560	chr9	94484877	ROR2
NR_015444	chr9	94895115	LOC100128076
NM_001012267	chr9	95087749	CENPP
